Person 1: (41, 11), status: INFECTED, was infected 0 time(s).
Person 447: (26, 33), status: INFECTED, was infected 1 time(s).
Person 448: (13, 14), status: INFECTED, was infected 1 time(s).
Person 449: (14, 49), status: INFECTED, was infected 1 time(s).
Person 450: (22, 21), status: INFECTED, was infected 1 time(s).
Person 451: (5, 0), status: INFECTED, was infected 1 time(s).
Person 452: (39, 12), status: INFECTED, was infected 0 time(s).
Person 453: (29, 26), status: INFECTED, was infected 0 time(s).
Person 454: (29, 47), status: INFECTED, was infected 0 time(s).
Person 455: (11, 21), status: INFECTED, was infected 1 time(s).
Person 456: (21, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 457: (27, 22), status: INFECTED, was infected 0 time(s).
Person 458: (1, 5), status: INFECTED, was infected 0 time(s).
Person 459: (35, 8), status: INFECTED, was infected 1 time(s).
Person 460: (3, 40), status: INFECTED, was infected 0 time(s).
Person 461: (5, 2), status: INFECTED, was infected 1 time(s).
Person 462: (5, 6), status: INFECTED, was infected 1 time(s).
Person 463: (48, 20), status: INFECTED, was infected 1 time(s).
Person 464: (26, 35), status: INFECTED, was infected 1 time(s).
Person 465: (15, 40), status: INFECTED, was infected 1 time(s).
Person 466: (31, 43), status: INFECTED, was infected 1 time(s).
Person 467: (8, 31), status: INFECTED, was infected 0 time(s).
Person 468: (23, 33), status: INFECTED, was infected 0 time(s).
Person 469: (20, 7), status: SUSCEPTIBLE, was infected 0 time(s).
Person 470: (39, 15), status: INFECTED, was infected 1 time(s).
Person 471: (38, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 472: (49, 23), status: INFECTED, was infected 0 time(s).
Person 473: (9, 1), status: INFECTED, was infected 1 time(s).
Person 474: (10, 31), status: INFECTED, was infected 0 time(s).
Person 475: (1, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 476: (3, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 477: (32, 42), status: SUSCEPTIBLE, was infected 0 time(s).
Person 478: (47, 17), status: INFECTED, was infected 0 time(s).
Person 479: (4, 30), status: INFECTED, was infected 1 time(s).
Person 480: (0, 43), status: INFECTED, was infected 0 time(s).
Person 481: (0, 23), status: INFECTED, was infected 1 time(s).
Person 482: (16, 29), status: INFECTED, was infected 1 time(s).
Person 483: (38, 49), status: INFECTED, was infected 1 time(s).
Person 484: (27, 9), status: INFECTED, was infected 0 time(s).
Person 485: (8, 8), status: SUSCEPTIBLE, was infected 0 time(s).
Person 486: (0, 32), status: INFECTED, was infected 0 time(s).
Person 487: (17, 38), status: INFECTED, was infected 0 time(s).
Person 488: (10, 38), status: SUSCEPTIBLE, was infected 0 time(s).
Person 489: (18, 37), status: INFECTED, was infected 1 time(s).
Person 490: (10, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 491: (1, 49), status: INFECTED, was infected 0 time(s).
Person 492: (19, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 493: (25, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 494: (10, 18), status: INFECTED, was infected 1 time(s).
Person 495: (34, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 496: (18, 3), status: INFECTED, was infected 0 time(s).
Person 497: (13, 40), status: INFECTED, was infected 0 time(s).
Person 498: (44, 24), status: INFECTED, was infected 0 time(s).
Person 499: (14, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 500: (33, 0), status: INFECTED, was infected 1 time(s).
Person 501: (42, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 502: (21, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 503: (27, 49), status: INFECTED, was infected 1 time(s).
Person 504: (4, 33), status: INFECTED, was infected 1 time(s).
Person 505: (31, 36), status: INFECTED, was infected 1 time(s).
Person 506: (0, 48), status: INFECTED, was infected 1 time(s).
Person 507: (25, 26), status: INFECTED, was infected 1 time(s).
Person 508: (27, 18), status: INFECTED, was infected 1 time(s).
Person 509: (35, 0), status: INFECTED, was infected 1 time(s).
Person 510: (18, 19), status: SUSCEPTIBLE, was infected 0 time(s).
Person 511: (6, 0), status: INFECTED, was infected 1 time(s).
Person 512: (31, 33), status: INFECTED, was infected 0 time(s).
Person 513: (49, 23), status: INFECTED, was infected 0 time(s).
Person 514: (8, 12), status: INFECTED, was infected 1 time(s).
Person 515: (29, 5), status: INFECTED, was infected 1 time(s).
Person 516: (44, 29), status: INFECTED, was infected 1 time(s).
Person 517: (38, 19), status: INFECTED, was infected 1 time(s).
Person 518: (9, 49), status: INFECTED, was infected 1 time(s).
Person 519: (2, 44), status: SUSCEPTIBLE, was infected 0 time(s).
Person 520: (27, 6), status: INFECTED, was infected 1 time(s).
Person 521: (9, 37), status: INFECTED, was infected 0 time(s).
Person 522: (0, 41), status: INFECTED, was infected 1 time(s).
Person 523: (47, 22), status: INFECTED, was infected 1 time(s).
Person 524: (38, 15), status: INFECTED, was infected 0 time(s).
Person 525: (6, 49), status: INFECTED, was infected 1 time(s).
Person 526: (30, 38), status: INFECTED, was infected 1 time(s).
Person 527: (20, 37), status: INFECTED, was infected 0 time(s).
Person 528: (23, 22), status: SUSCEPTIBLE, was infected 0 time(s).
Person 529: (45, 48), status: INFECTED, was infected 0 time(s).
Person 530: (18, 48), status: INFECTED, was infected 1 time(s).
Person 531: (15, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 532: (43, 27), status: INFECTED, was infected 1 time(s).
Person 533: (41, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 534: (12, 23), status: INFECTED, was infected 1 time(s).
Person 535: (29, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 536: (42, 28), status: INFECTED, was infected 0 time(s).
Person 537: (16, 44), status: INFECTED, was infected 1 time(s).
Person 538: (9, 47), status: INFECTED, was infected 1 time(s).
Person 539: (31, 30), status: INFECTED, was infected 0 time(s).
Person 540: (16, 21), status: INFECTED, was infected 0 time(s).
Person 541: (47, 8), status: INFECTED, was infected 0 time(s).
Person 542: (21, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 543: (1, 27), status: INFECTED, was infected 0 time(s).
Person 544: (39, 36), status: SUSCEPTIBLE, was infected 0 time(s).
Person 545: (39, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 546: (33, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 547: (29, 32), status: INFECTED, was infected 1 time(s).
Person 548: (39, 43), status: INFECTED, was infected 0 time(s).
Person 549: (23, 13), status: INFECTED, was infected 1 time(s).
Person 550: (23, 5), status: INFECTED, was infected 0 time(s).
Person 551: (0, 4), status: INFECTED, was infected 1 time(s).
Person 552: (25, 34), status: INFECTED, was infected 1 time(s).
Person 553: (49, 15), status: INFECTED, was infected 1 time(s).
Person 554: (26, 49), status: INFECTED, was infected 1 time(s).
Person 555: (23, 4), status: INFECTED, was infected 1 time(s).
Person 556: (28, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 557: (49, 37), status: INFECTED, was infected 0 time(s).
Person 558: (0, 10), status: INFECTED, was infected 1 time(s).
Person 559: (33, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 560: (48, 11), status: INFECTED, was infected 0 time(s).
Person 561: (32, 42), status: SUSCEPTIBLE, was infected 0 time(s).
Person 562: (20, 27), status: INFECTED, was infected 1 time(s).
Person 563: (7, 45), status: SUSCEPTIBLE, was infected 0 time(s).
Person 564: (23, 0), status: INFECTED, was infected 0 time(s).
Person 565: (41, 1), status: INFECTED, was infected 0 time(s).
Person 566: (0, 11), status: INFECTED, was infected 0 time(s).
Person 567: (8, 14), status: INFECTED, was infected 0 time(s).
Person 568: (33, 35), status: SUSCEPTIBLE, was infected 0 time(s).
Person 569: (22, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 570: (0, 35), status: INFECTED, was infected 1 time(s).
Person 571: (28, 41), status: INFECTED, was infected 0 time(s).
Person 572: (0, 45), status: INFECTED, was infected 1 time(s).
Person 573: (7, 30), status: INFECTED, was infected 0 time(s).
Person 574: (24, 10), status: INFECTED, was infected 1 time(s).
Person 575: (10, 49), status: INFECTED, was infected 1 time(s).
Person 576: (30, 10), status: INFECTED, was infected 0 time(s).
Person 577: (0, 37), status: INFECTED, was infected 1 time(s).
Person 578: (50, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 579: (15, 26), status: INFECTED, was infected 0 time(s).
Person 580: (22, 23), status: INFECTED, was infected 1 time(s).
Person 581: (23, 0), status: INFECTED, was infected 1 time(s).
Person 582: (22, 41), status: INFECTED, was infected 0 time(s).
Person 583: (17, 39), status: INFECTED, was infected 1 time(s).
Person 584: (44, 35), status: INFECTED, was infected 0 time(s).
Person 585: (28, 35), status: INFECTED, was infected 1 time(s).
Person 586: (49, 31), status: INFECTED, was infected 0 time(s).
Person 587: (26, 23), status: SUSCEPTIBLE, was infected 0 time(s).
Person 588: (0, 32), status: INFECTED, was infected 1 time(s).
Person 589: (49, 15), status: INFECTED, was infected 1 time(s).
Person 590: (3, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 591: (36, 37), status: INFECTED, was infected 1 time(s).
Person 592: (14, 48), status: SUSCEPTIBLE, was infected 0 time(s).
Person 593: (17, 28), status: SUSCEPTIBLE, was infected 0 time(s).
Person 594: (5, 30), status: INFECTED, was infected 1 time(s).
Person 595: (0, 26), status: INFECTED, was infected 1 time(s).
Person 596: (30, 34), status: INFECTED, was infected 1 time(s).
Person 597: (22, 39), status: INFECTED, was infected 0 time(s).
Person 598: (33, 47), status: SUSCEPTIBLE, was infected 0 time(s).
Person 599: (49, 20), status: INFECTED, was infected 1 time(s).
Person 600: (6, 39), status: INFECTED, was infected 0 time(s).
Person 601: (23, 3), status: INFECTED, was infected 1 time(s).
Person 602: (0, 26), status: INFECTED, was infected 1 time(s).
Person 603: (3, 49), status: INFECTED, was infected 0 time(s).
Person 604: (39, 27), status: SUSCEPTIBLE, was infected 0 time(s).
Person 605: (4, 25), status: SUSCEPTIBLE, was infected 0 time(s).
Person 606: (34, 44), status: INFECTED, was infected 0 time(s).
Person 607: (10, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 608: (12, 0), status: INFECTED, was infected 1 time(s).
Person 609: (35, 3), status: SUSCEPTIBLE, was infected 0 time(s).
Person 610: (44, 49), status: INFECTED, was infected 1 time(s).
Person 611: (47, 13), status: INFECTED, was infected 1 time(s).
Person 612: (44, 43), status: SUSCEPTIBLE, was infected 0 time(s).
Person 613: (1, 8), status: INFECTED, was infected 1 time(s).
Person 614: (0, 46), status: INFECTED, was infected 1 time(s).
Person 615: (32, 40), status: INFECTED, was infected 1 time(s).
Person 616: (10, 11), status: SUSCEPTIBLE, was infected 0 time(s).
Person 617: (34, 42), status: INFECTED, was infected 0 time(s).
Person 618: (41, 0), status: INFECTED, was infected 1 time(s).
Person 619: (30, 10), status: INFECTED, was infected 1 time(s).
Person 620: (15, 41), status: SUSCEPTIBLE, was infected 0 time(s).
Person 621: (0, 37), status: INFECTED, was infected 0 time(s).
Person 622: (36, 17), status: INFECTED, was infected 0 time(s).
Person 623: (14, 19), status: INFECTED, was infected 1 time(s).
Person 624: (49, 9), status: INFECTED, was infected 1 time(s).
Person 625: (7, 25), status: INFECTED, was infected 1 time(s).
Person 626: (13, 46), status: SUSCEPTIBLE, was infected 0 time(s).
Person 627: (12, 49), status: INFECTED, was infected 1 time(s).
Person 628: (25, 18), status: INFECTED, was infected 1 time(s).
Person 629: (0, 47), status: INFECTED, was infected 1 time(s).
Person 630: (0, 4), status: INFECTED, was infected 1 time(s).
Person 631: (40, 9), status: SUSCEPTIBLE, was infected 0 time(s).
Person 632: (22, 39), status: INFECTED, was infected 1 time(s).
Person 633: (49, 28), status: INFECTED, was infected 1 time(s).
Person 634: (26, 10), status: INFECTED, was infected 0 time(s).
Person 635: (9, 25), status: INFECTED, was infected 1 time(s).
Person 636: (9, 26), status: SUSCEPTIBLE, was infected 0 time(s).
Person 637: (24, 36), status: INFECTED, was infected 1 time(s).
Person 638: (0, 8), status: INFECTED, was infected 0 time(s).
Person 639: (27, 40), status: INFECTED, was infected 1 time(s).
Person 640: (12, 10), status: INFECTED, was infected 1 time(s).
Person 641: (38, 26), status: INFECTED, was infected 0 time(s).
Person 642: (40, 23), status: INFECTED, was infected 1 time(s).
Person 643: (25, 31), status: SUSCEPTIBLE, was infected 0 time(s).
Person 644: (8, 47), status: INFECTED, was infected 0 time(s).
Person 645: (43, 13), status: SUSCEPTIBLE, was infected 0 time(s).
Person 646: (21, 0), status: INFECTED, was infected 1 time(s).
Person 647: (0, 5), status: INFECTED, was infected 1 time(s).
Person 648: (15, 33), status: INFECTED, was infected 1 time(s).
Person 649: (5, 15), status: SUSCEPTIBLE, was infected 0 time(s).
Person 650: (24, 49), status: INFECTED, was infected 0 time(s).
Person 651: (32, 7), status: INFECTED, was infected 0 time(s).
Person 652: (31, 1), status: SUSCEPTIBLE, was infected 0 time(s).
Person 653: (14, 27), status: INFECTED, was infected 1 time(s).
Person 654: (46, 10), status: INFECTED, was infected 1 time(s).
Person 655: (31, 37), status: INFECTED, was infected 0 time(s).
Person 656: (12, 28), status: INFECTED, was infected 1 time(s).
Person 657: (45, 46), status: INFECTED, was infected 0 time(s).
Person 658: (47, 32), status: INFECTED, was infected 1 time(s).
Person 659: (37, 32), status: SUSCEPTIBLE, was infected 0 time(s).
Person 660: (38, 46), status: INFECTED, was infected 0 time(s).
Person 661: (11, 41), status: INFECTED, was infected 0 time(s).
Person 662: (0, 3), status: INFECTED, was infected 0 time(s).
Person 663: (49, 42), status: INFECTED, was infected 0 time(s).
Person 664: (21, 0), status: INFECTED, was infected 1 time(s).
Person 665: (33, 31), status: INFECTED, was infected 1 time(s).
Person 666: (19, 15), status: INFECTED, was infected 1 time(s).
Person 667: (0, 12), status: INFECTED, was infected 1 time(s).
Person 668: (28, 40), status: INFECTED, was infected 1 time(s).
Person 669: (48, 44), status: INFECTED, was infected 0 time(s).
Person 670: (3, 0), status: INFECTED, was infected 1 time(s).
Person 671: (45, 21), status: INFECTED, was infected 0 time(s).
Person 672: (39, 15), status: INFECTED, was infected 0 time(s).
Person 673: (12, 45), status: INFECTED, was infected 1 time(s).
Person 674: (12, 37), status: INFECTED, was infected 1 time(s).
Person 675: (15, 6), status: INFECTED, was infected 0 time(s).
Person 676: (0, 32), status: INFECTED, was infected 1 time(s).
Person 677: (32, 0), status: INFECTED, was infected 1 time(s).
Person 678: (17, 49), status: INFECTED, was infected 1 time(s).
Person 679: (0, 16), status: INFECTED, was infected 1 time(s).
Person 680: (24, 29), status: INFECTED, was infected 1 time(s).
Person 681: (25, 6), status: INFECTED, was infected 0 time(s).
Person 682: (46, 17), status: INFECTED, was infected 0 time(s).
Person 683: (16, 30), status: INFECTED, was infected 0 time(s).
Person 684: (4, 49), status: INFECTED, was infected 1 time(s).
Person 685: (17, 40), status: SUSCEPTIBLE, was infected 0 time(s).
Person 686: (23, 25), status: INFECTED, was infected 1 time(s).
Person 687: (49, 47), status: INFECTED, was infected 1 time(s).
Person 688: (32, 49), status: INFECTED, was infected 1 time(s).
Person 689: (16, 16), status: SUSCEPTIBLE, was infected 0 time(s).
Person 690: (22, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 691: (0, 15), status: INFECTED, was infected 1 time(s).
Person 692: (19, 33), status: SUSCEPTIBLE, was infected 0 time(s).
Person 693: (24, 35), status: INFECTED, was infected 1 time(s).
Person 694: (7, 37), status: INFECTED, was infected 0 time(s).
Person 695: (36, 8), status: INFECTED, was infected 1 time(s).
Person 696: (45, 13), status: INFECTED, was infected 1 time(s).
Person 697: (23, 0), status: INFECTED, was infected 1 time(s).
Person 698: (33, 40), status: INFECTED, was infected 1 time(s).
Person 699: (13, 36), status: INFECTED, was infected 0 time(s).
Person 700: (44, 14), status: INFECTED, was infected 1 time(s).
Person 701: (5, 19), status: INFECTED, was infected 0 time(s).
Person 702: (41, 49), status: INFECTED, was infected 0 time(s).
Person 703: (1, 44), status: INFECTED, was infected 1 time(s).
